sms,label
"Oh yes, why is it like torture watching england?
",0
"Could you not read me, my Love ? I answered you
",0
"Hey now am free you can call me.
",0
"Happy birthday... May u find ur prince charming soon n dun work too hard...
",0
"Hi mom we might be back later than  &lt;#&gt; 
",0
"S...i will take mokka players only:)
",0
"I'm in a meeting, call me later at
",0
"""Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?""
",0
"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.
",0
"Oh... Kay... On sat right?
",0
"What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
",0
"Only saturday and sunday holiday so its very difficult:)
",0
"That was random saw my old roomate on campus. He graduated
",0
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com
",1
"Fair enough, anything going on?
",0
"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
",1
"Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?
",0
"If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
",0
"Where are you lover ? I need you ...
",0
"Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
",0
"HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
",0
"It's wylie, you in tampa or sarasota?
",0
"Oh oh... Den muz change plan liao... Go back have to yan jiu again...
",0
"88066 FROM 88066 LOST 3POUND HELP
",1
"Hey leave it. not a big deal:-) take care.
",0
"Yeah so basically any time next week you can get away from your mom &amp; get up before 3
",0
"Me, i dont know again oh
",0
"I'm in class. Will holla later
",0
"happened here while you were adventuring
",0
"Hello! Good week? Fancy a drink or something later?
",0
"Can ü all decide faster cos my sis going home liao..
",0
"How about clothes, jewelry, and trips?
",0
"Ya! when are ü taking ure practical lessons? I start in june..  
",0
"Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
",0
"Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
",1
"No calls..messages..missed calls
",0
"I cant pick the phone right now. Pls send a message
",0
"Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
",0
"Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
",0
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
",0
"Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
",0
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm
",0
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt
",0
"Thank you. do you generally date the brothas?
",0
"Thats cool. i am a gentleman and will treat you with dignity and respect.
",0
"I'm job profile seems like bpo..
",0
"SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
",0
"Are you the cutest girl in the world or what
",0
"Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
",0
"we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
",1
"Nvm it's ok...
",0
"Are you willing to go for aptitude class.
",0
"Am surfing online store. For offers do you want to buy any thing.
",0
"yes baby! I need to stretch open your pussy!
",0
"Sorry, I'll call later
",0
"Bugis oso near wat... 
",0
"They can try! They can get lost, in fact. Tee hee
",0
"dont make ne plans for nxt wknd coz she wants us to come down then ok
",0
"Kay... Since we are out already 
",0
"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
",1
"Tee hee. Off to lecture, cheery bye bye.
",0
"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens
",0
"i can call in  &lt;#&gt;  min if thats ok
",0
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola
",0
"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
",0
"Yes but i dont care! I need you bad, princess!
",0
"Poor girl can't go one day lmao
",0
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18
",1
"Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
",1
"What's your room number again? Wanna make sure I'm knocking on the right door
",0
"Hi :)finally i completed the course:)
",0
"U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
",1
"Dear i have reache room
",0
"I'll see if I can swing by in a bit, got some things to take care of here firsg
",0
"Call FREEPHONE 0800 542 0578 now!
",1
"Happy new year. Hope you are having a good semester
",0
"Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
",0
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
",1
"I jokin oni lar.. Ü busy then i wun disturb ü.
",0
"As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
",0
"I wake up long ago already... Dunno, what other thing?
",0
"Have you started in skye
",0
"You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
",1
"Omg it could snow here tonite!
",0
"Tell them u have a headache and just want to use 1 hour of sick time.
",0
"Ü got wat to buy tell us then ü no need to come in again.
",0
"Yes i have. So that's why u texted. Pshew...missing you so much
",0
"So ü pay first lar... Then when is da stock comin...
",0
"You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
",1
"K so am I, how much for an 8th? Fifty?
",0
"Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
",0
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...
",0
"Yup ü not comin :-(
",0
"Once free call me sir. I am waiting for you.
",0
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""
",0
"Sitting in mu waiting for everyone to get out of my suite so I can take a shower
",0
"wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
",1
"Ugh I don't wanna get out of bed. It's so warm.
",0
"Will it help if we propose going back again tomorrow
",0
"Cuz ibored. And don wanna study
",0
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS
",1
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... 
",0
"Ball is moving a lot.will spin in last :)so very difficult to bat:)
",0
"Surely result will offer:)
",0
"Ya tel, wats ur problem..
",0
"Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
",0
"No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
",0
"U come n search tat vid..not finishd..
",0
"Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
",0
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted
",0
"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
",1
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?
",0
"Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
",1
"Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
",0
"I want to show you the world, princess :) how about europe?
",0
"Ard 6 like dat lor.
",0
"Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
",1
"Yo guess what I just dropped
",0
"staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
",0
"* Will have two more cartons off u and is very pleased with shelves
",0
"Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
",1
"Don no da:)whats you plan?
",0
"Ok. No wahala. Just remember that a friend in need ...
",0
"Jus came back fr lunch wif my sis only. U leh?
",0
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*
",0
"Oh ya ya. I remember da. .
",0
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?
",0
"No need to buy lunch for me.. I eat maggi mee..
",0
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself
",0
"Nope... Think i will go for it on monday... Sorry i replied so late
",0
"K sure am in my relatives home. Sms me de. Pls:-)
",0
"No no. I will check all rooms befor activities
",0
"Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
",0
"Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
",0
"The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
",0
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.
",1
"Hey morning what you come to ask:-) pa...
",0
"I sent them. Do you like?
",0
"Just seeing your missed call my dear brother. Do have a gr8 day.
",0
"Just finished. Missing you plenty
",0
"Haha awesome, be there in a minute
",0
"We are okay. Going to sleep now. Later
",0
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.
",1
"Yeah it's jus rite...
",0
"Lol no ouch but wish i'd stayed out a bit longer
",0
"Thanks for ve lovely wisheds. You rock
",0
"Goodmorning, today i am late for 1hr.
",0
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?
",0
"He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
",0
"We live in the next  &lt;#&gt; mins
",0
"I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
",0
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week
",1
"Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
",1
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..
",0
"That day you asked about anand number. Why:-)
",0
"Taka lor. Wat time u wan 2 come n look 4 us?
",0
"Uh, heads up we don't have THAT much left
",0
"Meet after lunch la...
",0
"Then why you came to hostel.
",0
"Hey i will be late... i'm at amk. Need to drink tea or coffee
",0
"I am taking you for italian food. How about a pretty dress with no panties? :)
",0
"Well i will watch shrek in 3D!!B)
",0
"Hows that watch resizing
",0
"Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
",0
"Thnx dude. u guys out 2nite?
",0
"THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
",0
"Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
",0
"Having lunch:)you are not in online?why?
",0
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?
",0
"Then why you not responding
",0
"Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
",0
"[…] anyway, many good evenings to u! s
",0
"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
",1
"Holy living christ what is taking you so long
",0
"After completed degree. There is no use in joining finance.
",0
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info
",1
"If you have belive me. Come to my home.
",0
"Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
",1
"Its hard to believe things like this. All can say lie but think twice before saying anything to me.
",0
"I hav almost reached. Call, i m unable to connect u.
",0
"they released another Italian one today and it has a cosign option
",0
"Just checked out, heading out to drop off my stuff now
",0
"Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
",1
"Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
",0
"I tagged MY friends that you seemed to count as YOUR friends.
",0
"Except theres a chick with huge boobs.
",0
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription
",1
"I love u 2 my little pocy bell I am sorry but I love u
",0
"Haha awesome, I've been to 4u a couple times. Who all's coming?
",0
"Haha awesome, I might need to take you up on that, what you doin tonight?
",0
"I'm in inside office..still filling forms.don know when they leave me.
",0
"I am going to sleep. I am tired of travel.
",0
"Did u receive my msg?
",0
"Pls dont forget to study
",0
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+
",1
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...
",0
"Jordan got voted out last nite!
",0
"Yep. I do like the pink furniture tho.
",0
"Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
",0
"To day class is there are no class.
",0
"Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
",0
"Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
",1
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us
",0
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.
",0
"PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
",1
"I am in tirupur.  call you da.
",0
"Sir, I need Velusamy sir's date of birth and company bank facilities details.
",0
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM
",1
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits
",0
"I think i've fixed it can you send a test message?
",0
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! 
",0
"hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
",0
"You'd like that wouldn't you? Jerk!
",0
"I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
",0
"I know where the  &lt;#&gt;  is, I'll be there around 5
",0
"Sorry, I can't help you on this.
",0
"When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
",0
"Pls accept me for one day. Or am begging you change the number.
",0
", ow u dey.i paid 60,400thousad.i told  u would call . 
",0
"I will take care of financial problem.i will help:)
",0
"Merry christmas to u too annie!
",0
"Dont pick up d call when something important is There to tell. Hrishi
",0
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. 
",0
"Change again... It's e one next to escalator...
",0
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night
",0
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8
",0
"Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
",0
"Ok. C u then.
",0
"I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
",0
"do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
",0
"I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
",0
"No. But we'll do medical missions to nigeria
",0
"Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
",0
"I think asking for a gym is the excuse for lazy people. I jog.
",0
"Not directly behind... Abt 4 rows behind ü...
",0
"It's justbeen overa week since we broke up and already our brains are going to mush!
",0
"Send to someone else :-)
",0
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....
",0
"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
",1
"Ok. I asked for money how far
",0
"K I'll be there before 4.
",0
"O shore are you takin the bus
",0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear
",0
"It should take about  &lt;#&gt;  min
",0
"What r u cooking me for dinner?
",0
"Kallis is ready for bat in 2nd innings
",0
"K I'm leaving soon, be there a little after 9
",0
"Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
",1
"Ok lor...
",0
"tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
",1
"Miss ya, need ya, want ya, love ya.
",0
"Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
",0
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.
",0
"He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
",0
"Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
",0
"You are a very very very very bad girl. Or lady.
",0
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.
",0
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...
",0
"The greatest test of courage on earth is to bear defeat without losing heart....gn tc
",0
"I dont know oh. Hopefully this month.
",0
"Haf u eaten? Wat time u wan me 2 come?
",0
"Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
",0
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16
",1
"What???? Hello wats talks email address?
",0
"U GOIN OUT 2NITE?
",0
"Aight, sounds good. When do you want me to come down?
",0
"Ok.
",0
"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
",1
"How much for an eighth?
",0
"Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
",0
"Was the farm open?
",0
"Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
",0
"sir, you will receive the account no another 1hr time. Sorry for the delay.
",0
"I am real, baby! I want to bring out your inner tigress...
",0
"Happy birthday to you....dear.with lots of love.rakhesh NRI
",0
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.
",1
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop
",1
"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8
",0
"Good morning princess! How are you?
",0
"Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
",1
"Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
",1
"cool. We will have fun practicing making babies!
",0
"I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
",0
"Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
",0
"Ok ok take care. I can understand.
",0
"Mmm so yummy babe ... Nice jolt to the suzy
",0
"We can make a baby in yo tho
",0
"Gosh that , what a pain. Spose I better come then.
",0
"From here after The performance award is calculated every two month.not for current one month period..
",0
"Is there coming friday is leave for pongal?do you get any news from your work place.
",0
"I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
",0
"Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL
",1
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me
",0
"No rushing. I'm not working. I'm in school so if we rush we go hungry.
",0
"Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
",1
"Sorry da..today i wont come to play..i have driving clas..
",0
"Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
",1
"Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
",0
"Its ok my arm is feeling weak cuz i got a shot so we can go another time
",0
"Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
",0
"Sorry man, my stash ran dry last night and I can't pick up more until sunday
",0
"Sure, whenever you show the fuck up &gt;:(
",0
"I asked you to call him now ok
",0
"I pocked you up there before
",0
"Hey they r not watching movie tonight so i'll prob b home early...
",0
"Go fool dont cheat others ok
",0
"You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
",0
"Cool, text me when you're ready
",0
"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D
",0
"Wat ü doing now?
",0
"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.
",1
"Jason says it's cool if we pick some up from his place in like an hour
",0
"If we hit it off, you can move in with me :)
",0
"Where are you?when wil you reach here?
",0
"Die... Now i have e toot fringe again...
",0
"I guess it is useless calling u 4 something important.
",0
"Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
",0
"Sorry, I'll call later
",0
"Okie
",0
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us
",0
"Sorry,  in meeting I'll call you later
",0
"My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
",0
"Went fast asleep dear.take care.
",0
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT
",0
"For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
",0
"Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
",0
"Ok. Very good. Its all about making that money.
",0
"Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
",1
"Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
",0
"Hi. I'm always online on yahoo and would like to chat with you someday
",0
"Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
",0
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary
",0
"How much are we getting?
",0
"I'm home...
",0
"So that takes away some money worries
",0
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...
",0
"Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
",1
"So what about you. What do you remember
",0
"Yup i thk so until e shop closes lor.
",0
"Pandy joined 4w technologies today.he got job..
",0
"Oh my God. I'm almost home
",0
"Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
",0
"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola
",0
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX
",1
"somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
",0
"Of course. I guess god's just got me on hold right now.
",0
"Sorry i din lock my keypad.
",0
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)
",0
"aight we can pick some up, you open before tonight?
",0
"You all ready for * big day tomorrow?
",0
"Yar else i'll thk of all sorts of funny things.
",0
"Not really dude, have no friends i'm afraid :(
",0
"My sister going to earn more than me da.
",0
"hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
",0
"Tension ah?what machi?any problem?
",0
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.
",0
"Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
",0
"Oh, then your phone phoned me but it disconnected
",0
"The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
",0
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50
",1
"They will pick up and drop in car.so no problem..
",0
"I went to ur hon lab but no one is there.
",0
"K tell me anything about you.
",0
